Accession	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
MI0022218	0.8132613	0.3160653	0.5394027	0.5432141	0.3110094	0.4821873	0.7001502	0.03694582	0.01951832	0.2129604	0.4668625	0.8719388
MI0022219	0.6199714	0.3893248	0.446651	0.9762952	1.074919	0.727788	0.541295	0.1770901	0.9139231	0.6922359	0.413254	1.018142
MI0022220	0.5718814	0.5544887	0.6172253	1.399305	0.8661294	0.5913813	1.052971	0.3903899	0.8244489	0.5252248	0.3072635	0.9086778
MI0022221	0.5473442	0.5800676	0.6045135	0.9680433	0.648046	0.451139	0.7227271	0.287448	0.6409937	0.7530238	0.7915162	0.6322877
MI0022222	0.8480976	0.3160652	0.4502946	1.272993	1.113317	0.3631291	0.386352	0.2299256	1.174808	0.3071415	0.5757807	0.8151971
MI0022223	0.9801041	0.4976799	0.9749504	1.833499	1.752228	0.6711797	1.058758	0.795898	0.9586282	1.124671	1.300974	0.931554
MI0022224	0.6531134	0.5167666	0.4390297	1.435869	0.4560058	1.156915	0.6393715	0.4832794	0.8592035	0.3437063	0.3919182	0.4544226
MI0022225	1.037214	0.2168793	0.8036796	0.9496263	0.9640858	0.663926	0.6005275	0.4070109	0.3283401	0.3385477	0.567443	0.786899
MI0022226	0.7505817	0.209413	0.6219953	1.280673	1.67953	1.050263	0.816308	0.1671194	0.8714695	0.2490938	0.7832416	1.061476
MI0022227	0.2912347	0.03988001	0.6091778	0.9581202	0.8047873	0.4711424	0.6771129	0.2472224	0.083231	0.3217941	0.3737544	0.5223475
MI0022548	0.3343435	0.5782858	0.584885	0.4429608	0.6237532	0.2386289	0.4558207	0.3925008	0.2341376	0.9140112	0.3553534	0.5796039
MI0022549	0.605514	0.9077281	0.8981797	0.8868209	0.6559368	0.634261	0.6442335	0.5223785	0.745392	0.3024557	1.595291	1.332373
MI0022550	0.8089253	0.6025786	0.3376073	1.194836	0.9387035	0.4922476	0.775975	0.4111267	0.3504052	0.4291424	0.4604771	0.4587054
MI0022551	0.6046209	0.6025786	0.5808174	0.886821	0.9190704	0.8327512	0.4728708	0.4506677	0.2335654	0.5886741	0.5985636	0.8691696
MI0022552	0.9801041	0.4976799	0.9749504	1.833499	1.752228	0.6711797	1.058758	0.795898	0.9586282	1.124671	1.300974	0.931554
MI0022553	0.7164758	0.04463232	0.7056823	1.020674	0.6480461	0.3583537	0.7019166	0.1496903	0.6497425	0.4134319	0.4685346	0.8219926
MI0022554	0.3983604	0.3439115	0.424623	0.3777705	0.7498659	0.594246	0.6997134	0.1674425	0.5158889	0.3349877	0.603627	0.7448375
MI0022555	0.5728264	0.1094902	0.1627006	0.6809118	0.6913376	0.2275242	0.7347651	0.00154838	0.2651256	0.09251393	0.2645976	0.5277401
MI0022556	0.6246965	0.4143585	0.7024567	1.399305	1.237445	0.634261	0.6997133	0.2497345	0.5206141	0.3983002	0.8140272	0.4895262
MI0022557	5.579093	5.658774	5.296007	6.244427	5.469688	5.37039	5.957702	5.985615	5.706225	5.493299	5.434764	6.063484
MI0022558	0.7428325	0.6025786	0.5001085	0.7011659	0.5451958	0.5145695	0.5468895	0.3925007	0.3302338	0.598709	0.5750502	0.8251904
MI0022559	0.974409	0.6783687	1.111117	1.40041	0.8562979	0.4697633	1.054784	0.5712575	0.5970999	0.2858093	0.1570772	1.193618
MI0022560	0.5327255	0.4981775	0.851803	0.886821	1.067512	0.2299096	0.9111813	0.5415272	0.1398005	0.5114631	0.6151493	0.7749484
MI0022560	0.4886694	0.4967856	0.6091778	0.8868209	0.9300015	0.382309	0.966509	0.3925007	0.1804524	0.6957407	0.3596186	0.6948596
MI0022571	0.6258164	0.2553927	0.8421929	1.475792	0.8856282	0.5690058	0.6678602	0.4463464	0.6257585	0.2114489	0.6751285	0.6466751
MI0022572	1.530299	0.8893574	1.190882	2.123278	1.651875	0.5289538	1.584941	0.5925896	1.147975	1.251379	1.293235	2.458858
MI0022572	1.159385	1.006479	1.25412	2.149915	1.425597	0.49753	1.565977	0.6327718	0.9763336	1.227695	1.139487	2.322427
MI0022573	0.4243343	0.4910112	0.3253429	0.5933845	0.7613277	0.7141879	0.6307667	0.2723317	0.8244489	0.6205748	0.6554171	0.4397099
MI0022574	0.3803924	1.301229	0.6032946	1.624232	1.539553	0.6708014	1.253891	0.5269597	0.6189845	1.025622	1.55176	1.227753
MI0022575	1.393293	0.6025786	0.3927332	1.269501	1.188123	0.5790255	0.5727463	0.259192	0.6292832	0.6504435	0.6585664	0.6195174
MI0022576	0.6209511	0.6250536	0.3376073	0.7752116	1.206704	0.6352407	0.8506345	0.4809802	0.7605516	0.598709	0.5757808	0.4544227
MI0022577	0.3950258	0.2876259	0.5807385	0.454357	0.5923007	0.4226002	0.3760332	0.1074736	0.5007688	0.3067151	0.02580836	1.049315
MI0022578	0.6281921	0.3731114	0.5624235	0.5409356	0.9426415	0.8164729	0.8588395	0.06950134	0.5241096	0.9140112	0.7349069	0.9071146
MI0022579	0.8116241	0.3517984	0.3583976	0.3950057	0.9810418	0.3803312	0.4558207	0.08776447	0.02084422	0.088254	0.5642358	0.2916377
MI0022580	0.2233912	0.5385188	0.9007781	1.332103	0.9553256	0.3998432	0.8782949	0.3472955	0.6959423	0.7229374	0.5757807	0.9657867
MI0022581	0.5395262	0.6025785	0.3808024	0.9271951	1.07681	0.8872809	0.5289934	0.2368183	0.5158889	0.4042128	1.381088	1.569133
MI0022583	0.6661249	0.07913896	0.3618056	0.5495819	0.4068928	0.3998431	0.7192861	0.03650907	0.3410484	0.3313398	0.5999791	0.7147927
MI0022584	0.7797986	0.7801064	0.7590479	0.7571814	0.8047812	0.7576414	0.8595407	0.5220369	0.6806314	0.4669688	0.5151807	0.8504217
MI0022585	0.7632334	0.132727	0.01927406	1.477091	0.5777999	0.7045071	0.5260668	0.03308588	0.3022816	0.6764954	0.2851073	0.6440113
MI0022586	0.2905931	0.2025809	0.4087039	1.372597	0.648046	0.7819552	0.7764962	0.3441914	0.2934069	0.6137402	0.471646	0.7019612
MI0022587	1.124614	1.145165	1.562901	0.8745401	1.526588	0.399843	1.546046	1.16983	1.444775	0.8993087	1.143075	1.268949
MI0022588	0.7176924	0.3615311	0.7082763	0.1520798	0.9676485	0.4946441	0.6997134	0.1843455	0.5386261	0.3403692	0.3885811	0.7280564
MI0022589	0.2459791	0.351739	0.9218286	0.8728038	0.6837198	0.634261	0.6997134	0.3925007	0.2320356	0.3261046	0.3743165	0.2725115
MI0022590	0.349636	0.07119021	0.3779269	0.3661739	0.9747404	0.2245523	0.9622439	0.3437519	0.7897229	0.5499602	0.7793012	0.6418456
MI0022591	0.8480324	0.6123799	0.586886	1.309096	1.055746	0.8872809	1.121988	0.4587837	0.9235892	0.7836011	0.9386509	1.011862
MI0022592	0.7560584	0.3160652	0.7060377	1.383491	0.9186066	0.7311209	0.6589254	0.4893606	0.651976	0.5828949	0.8140272	0.9257498
MI0022593	0.7278298	1.049472	0.3191507	0.7970752	0.8446749	0.7462899	0.5587224	0.4515986	0.4261431	0.3071414	0.5212579	0.9229672
MI0022594	0.8551651	0.497795	0.5043943	1.197549	1.032643	0.5126595	0.3510371	0.2732567	0.5681854	0.359438	0.4681698	0.3829964
MI0022595	0.3461617	0.6247728	0.5916246	1.236642	0.7036147	0.6560612	0.9015983	0.6532351	0.8203477	0.4360468	0.6313494	0.6730411
MI0022596	0.5640328	0.8524789	0.803562	0.673547	1.194411	0.4341329	0.7330085	0.5839474	0.5158889	0.6899275	0.6153435	1.062847
MI0022597	0.6199714	0.5983105	0.6049097	1.46815	0.9248883	0.9811717	0.6804996	0.5628706	0.8052351	0.8884701	1.031761	0.4545714
MI0022598	0.737991	-0.07983273	0.4556268	0.5923301	0.7660656	0.385939	0.6566771	-0.06976828	0.3813637	0.6195204	0.270214	0.3548573
MI0022599	0.5478547	0.6575246	0.9028655	0.9307201	0.8607756	0.6571047	1.012017	0.2701962	0.7508038	0.7592176	0.6045383	0.7958821
MI0022600	0.401814	0.3160652	0.1752641	0.7576768	0.3205438	0.5530355	0.5415647	0.2364457	0.3177796	0.3438955	0.3843416	0.7763383
MI0022601	1.195951	0.8459158	0.8797601	1.332807	1.237445	0.9048433	1.275693	0.5260916	0.7864712	0.4987467	0.846363	0.9611766
MI0022602	0.6014212	0.8141401	0.6069908	1.227328	0.622213	0.634261	0.6953393	0.1091837	0.5835646	0.5965219	0.7290411	0.6905943
MI0022603	0.5729758	0.2538121	0.3376072	1.36475	0.9344207	0.206603	0.5148805	0.42554	0.5749488	0.06400329	0.8470664	0.9448818
MI0022604	0.6199713	0.6064986	-0.04749787	0.642694	1.207721	0.8289185	1.758793	0.2113776	0.5198089	0.5728122	0.5797008	0.7336429
MI0022605	0.5342604	0.852823	0.3509994	1.573242	0.8944217	0.5485501	0.5420309	0.3067898	0.5292811	0.598709	0.5506517	0.4544227
MI0022606	0.6195527	0.7350193	0.6091778	0.8767956	0.938328	0.9981712	0.6997134	0.2074575	0.1559948	0.654968	0.9464679	0.651486
MI0022607	0.5947309	0.229036	0.6228468	1.343482	1.23047	0.8314579	1.069469	0.3146825	0.519251	0.08882695	0.4396776	0.9251112
MI0022608	0.7891188	0.9124139	0.6091778	1.257545	0.7722054	0.5337939	0.5538552	0.4303743	0.2921271	0.7517959	0.3553534	0.7386518
MI0022609	0.7702787	0.7820947	0.4204083	0.6826906	1.085078	0.421633	0.9358101	0.3774755	0.698065	0.7441736	0.8213828	0.6738698
MI0022610	0.2579836	0.5617787	0.1803282	0.9027766	1.212566	0.6817867	0.9778584	0.407106	0.1652537	0.3546671	1.116587	0.9687393
MI0022611	0.9029382	0.4771876	0.1884151	0.9808748	0.9344208	0.50887	0.3757219	0.3925007	0.4444181	0.4495169	0.3984275	0.7956897
MI0022612	0.5636568	0.8756423	0.353868	0.9030818	0.6816898	0.3817227	0.691665	0.3494456	0.8164005	0.5802052	0.5327257	0.6905944
MI0022613	1.30001	0.8450744	0.7190917	0.3499243	1.237445	0.5985147	0.7484569	0.1912659	0.09723634	0.1911291	0.8378189	0.6565502
MI0022614	0.1472487	0.4144621	1.007808	1.692184	1.093012	0.2010282	0.970726	0.113185	0.6142858	0.2903458	0.3638356	1.023238
MI0022615	0.4906021	0.3094144	0.5172746	1.160779	0.9136239	0.633106	1.074116	0.387125	0.515889	0.597554	0.3524713	0.4520684
MI0022616	0.112102	0.1981356	0.2217978	1.215058	0.7559298	0.3523817	0.5880983	0.02576509	0.7397198	0.4544166	0.6899837	0.822872
MI0022617	0.3054575	0.8196054	0.2775661	0.06251606	0.5880049	0.6491255	1.140149	0.5261938	0.4627045	0.2467855	0.5303977	0.8848407
MI0022618	0.2320382	0.2286491	0.5217618	0.8886302	0.7389784	0.3998431	0.6043199	0.2074575	0.3216473	0.4152167	0.1524622	0.6905944
MI0022619	0.9373701	0.3381341	0.5721388	0.3499242	0.819661	0.3628041	0.753003	0.3833489	0.4036506	0.7927083	0.3183144	0.9078429
MI0022620	0.2704113	0.4925234	0.422724	1.289249	0.8789728	0.5780905	0.6601906	0.3723189	0.8490927	0.2869596	0.3307096	0.6389222
MI0022621	4.584655	4.708688	3.973835	4.531929	4.020526	3.454715	4.560284	4.840485	4.202556	4.068296	4.090683	5.037578
MI0022622	0.8161235	0.6756951	0.8523365	1.082635	1.185112	0.8152658	0.7745152	0.4123418	0.8240942	0.598709	0.6557417	0.9492642
MI0022623	0.2905931	0.1389235	0.4551515	0.886821	0.6099364	0.3981282	0.7627494	0.07245559	0.6249545	0.1246301	0.4895428	0.5384056
MI0022624	0.3520473	0.1075543	0.3636196	0.4025379	0.883538	0.3887028	0.8012363	0.1110417	0.5158889	0.6601633	0.2025387	0.4450361
MI0022625	0.5872585	0.6127306	0.3658487	1.23394	0.4868007	0.7469619	0.8029395	0.2279856	0.5932946	0.6542603	1.337893	0.7188359
MI0022626	0.6538437	0.3211522	0.6091778	0.628844	0.7265945	0.3998431	0.6036881	0.2829421	0.3374738	0.3292865	0.4963622	0.8227813
MI0022627	-0.008422732	0.6940116	0.6091778	1.499146	0.7898499	0.2967903	0.4868537	0.4631375	0.915882	1.005865	0.4727546	0.5611422
MI0022628	0.7517183	0.1671125	0.5767957	0.9898451	0.7009089	0.6645902	0.53689	0.3925008	0.5969583	0.5463299	0.4675253	0.4544227
MI0022629	0.6541985	0.6232363	0.6798577	0.7740539	0.7873782	0.4273202	0.9203063	0.07710242	1.039573	0.2740895	0.6032578	0.9723589
MI0022630	0.8196594	0.6899784	0.4982222	0.7858145	0.7411779	0.675419	0.7408714	0.04922479	0.6032888	1.253429	0.6689126	0.5895879
MI0022631	0.928525	0.6025786	0.8423809	1.399305	0.8739362	0.4704797	0.6997134	0.5413262	0.4115483	0.1354802	0.1286424	0.5707064
MI0022632	0.8488539	0.912414	1.604769	1.117144	1.163097	0.559913	1.114962	0.7949742	0.9142601	0.631851	0.6884721	0.8530144
MI0022633	0.6079904	0.6025786	0.5262918	1.399305	0.8608716	0.3998431	0.7044607	0.2122048	0.7976049	0.8871672	0.3553534	0.6905944
MI0022634	0.7684951	0.4173017	0.1805899	0.5776801	0.9121992	0.9759381	1.016134	0.2684573	0.618535	0.5418235	0.6899837	0.7389679
MI0022635	0.8992549	0.5281505	0.7300289	1.794616	1.405627	0.8710491	1.357555	0.8637067	0.3489262	0.9140112	0.7506649	1.032025
MI0022636	1.273948	0.7489641	0.5616204	0.4934158	1.230631	0.5867036	0.5362636	0.427785	0.1844782	0.7505615	0.825568	0.8340859
MI0022637	1.459208	0.9124139	0.6217428	1.182608	1.274399	0.4399008	0.4606792	0.4076346	0.4905538	0.5448171	0.5404997	0.6954529
MI0022638	0.6464256	0.6776146	0.3376072	1.061621	1.03862	0.5400652	0.6997134	0.2113092	0.4068357	0.3974655	0.5082948	0.5856912
MI0022639	0.5005745	0.4964653	0.4898535	1.327548	0.8585927	0.5281477	0.8096402	0.4642575	0.4888356	0.5269522	0.4092622	0.5130427
MI0022640	0.5163328	0.4836585	0.3152599	0.4472612	1.334782	0.4437535	0.648627	0.5682623	0.4602044	0.4044784	0.950141	0.6608889
MI0022641	1.144345	0.7297865	0.708057	0.6877273	0.9344208	0.7355453	0.8016702	0.6076736	0.6171732	0.8138819	0.7029886	1.597917
MI0022642	0.3052132	0.5544358	0.5005127	0.5382656	0.678647	0.6238432	0.6136885	0.3820829	0.515889	0.7225941	0.5904009	0.928965
MI0022643	0.974409	0.4822479	0.6091778	0.2428298	0.9620112	0.5433558	0.5793828	0.1003631	0.2320356	0.4783784	0.4664273	1.088395
MI0022644	0.7903872	0.2795213	1.226664	0.7027991	0.988263	0.4548798	1.295553	0.376726	0.5764629	0.598709	0.5072485	0.7627078
MI0022645	4.305774	1.969831	1.892371	3.472228	3.115145	0.9793473	3.418402	1.461001	0.8848882	2.92592	2.898289	2.6194
MI0022645	4.283432	2.001834	1.863626	3.606127	3.151741	1.132935	3.345066	1.501133	1.114082	2.877012	2.43933	2.597058
MI0022646	0.4036712	0.1813879	0.4102092	1.175532	0.7279301	0.4352924	0.7348693	0.2074575	0.0102981	0.6329445	0.624305	0.4544227
MI0022647	0.6568269	0.9469902	0.6497154	1.439842	0.9689971	0.8408869	0.5735488	0.4330384	0.3897243	0.5855358	0.7405856	0.4912782
MI0022648	0.45093	0.05723783	0.7338241	0.6380934	1.023291	0.4887137	0.6693919	0.2074575	0.5596743	0.329802	0.3576506	0.9700311
MI0022649	0.2937223	0.3938278	0.9083955	0.8899502	0.4345175	0.4516661	0.4558207	0.03337979	0.5677119	0.9010009	0.8685067	0.6937236
MI0022650	0.3954777	0.4636712	1.075031	1.260397	0.925913	0.4753986	1.026734	0.6693046	0.6106665	0.4670281	0.4309089	1.020437
MI0022651	0.6161504	0.5925921	0.6116621	0.3499242	1.591558	0.3960222	0.2337987	0.3886798	0.558527	0.04411721	0.3979914	0.8541125
MI0022652	0.4068555	0.3283835	0.396062	1.12511	1.17899	0.3620143	0.7867585	0.5383953	1.061353	0.5402542	0.517326	0.7853604
MI0022653	0.5914637	0.3363655	0.4461906	0.48871	0.8013121	0.4712738	0.5068542	0.3925008	0.5361892	0.1804187	0.6861157	0.5054561
MI0022654	0.2110616	0.2786862	0.5361142	0.8333637	1.175916	0.5968821	0.6543277	0.2074575	0.5919697	0.8605539	0.7152876	0.8143568
MI0022655	0.3617357	0.6196864	0.5669049	1.115876	1.582959	0.6290453	0.6851184	0.3552814	0.8689116	0.6302358	0.6073076	0.6905944
MI0022656	0.264861	0.3629743	0.8230041	0.8755611	1.226185	0.3998431	0.6997134	0.1517736	0.2475069	0.3149167	0.3483581	0.7295126
MI0022657	0.5596403	0.8342485	0.09583908	1.118491	0.7793112	0.4157637	0.8309786	0.3180344	0.7423217	0.2326751	0.3841321	0.8704156
MI0022658	0.5467983	0.5404159	0.9918994	0.9716939	0.4587499	0.4596702	0.4833997	0.2451494	0.3210695	0.5592268	0.5757807	0.8197162
MI0022659	0.5948941	0.8433763	0.6091778	0.8475094	0.8838844	0.8872809	1.002732	0.5104765	0.7741151	0.2998591	0.8140272	0.6905943
MI0022660	0.4559136	0.2646871	0.2993839	1.052142	1.23068	0.9626524	0.727389	0.1982382	0.2320356	0.472462	0.5206739	0.2024649
MI0022661	0.6199713	0.6759201	0.2537283	0.2660453	0.7734662	0.729463	0.7779099	0.3040172	0.5892304	0.1670531	0.7804886	0.4544227
MI0022662	0.6199713	0.3036343	0.6402242	0.3499242	0.9654672	0.8872809	1.062825	0.3153463	0.7947263	0.6297554	0.4559345	0.9448818
MI0022663	0.504037	0.2218275	0.7248719	0.5592124	0.7358876	0.6091313	0.8672453	0.3940566	0.1161013	0.2129037	0.481543	1.060576
MI0022664	0.286375	0.5410575	0.1458492	0.6354558	2.034648	0.5087167	0.5841649	0.4441844	0.4687624	0.4905024	0.452183	0.6911495
MI0022665	0.7213614	0.9124138	0.1909102	0.595649	0.8194001	0.5102367	0.7803985	0.1469027	0.6172791	1.246233	0.3553534	0.6905943
MI0022666	0.540298	0.3181787	1.119388	1.325476	0.648046	0.883966	1.141491	0.518761	0.4589781	1.246233	0.5909479	0.380594
MI0022667	0.5589461	0.4459641	0.5618495	0.6262616	0.653748	0.4588841	0.5076517	0.5925897	0.1194004	0.604411	0.6247916	0.8322467
MI0022668	0.3843852	0.6291813	0.70297	0.8978363	0.8552853	0.4449197	0.7833375	0.08517271	0.4988583	0.3181568	0.3819562	0.9278513
MI0022669	0.05247706	0.3292184	0.3985069	0.410824	0.9344208	0.6841688	0.4539653	0.3894775	0.8244489	0.4454513	0.148055	0.4763219
MI0022670	1.341559	0.7497998	0.824694	1.327565	1.077554	0.6216778	0.9622439	0.7313683	0.6690824	1.333883	0.8876361	1.425768
MI0022671	0.6791449	0.5851731	0.349236	0.886821	0.7014344	0.2956869	0.7531018	0.2539312	0.5158889	0.598709	0.4087417	0.7116489
MI0022672	0.8845098	0.4282065	0.5176011	1.066815	0.8476633	0.5233117	0.8118547	0.1207	0.6280302	0.43061	0.2761307	0.8385465
MI0022673	0.4591613	0.3022201	0.9857746	0.5972038	0.7736107	0.399843	0.9142708	0.2287993	0.4900061	0.7028614	0.6532171	0.2517018
MI0022674	0.8862685	0.5505135	0.6030681	1.290105	1.128246	0.3796388	1.059144	0.3925008	0.4664839	0.4895097	0.8420779	0.471286
MI0022675	0.4587285	0.3839386	0.1726446	0.1886814	0.7731779	0.4677165	0.9263654	0.2003895	0.9093846	0.4004833	0.8597173	0.2702469
MI0022676	0.4756929	0.4828508	0.5982808	1.008387	0.7901423	0.6626604	0.545525	0.4483112	0.2370404	0.6677884	1.331878	0.7150963
MI0022677	0.4221159	0.4475881	0.08952016	0.9390891	0.6793545	0.4311516	0.6997134	0.5240236	0.7818706	0.5330871	0.4199724	1.054579
MI0022678	0.4676994	0.4206303	1.237146	0.7048727	1.055497	0.5787706	0.8435246	0.3863851	0.3339407	0.598709	0.5980997	0.6804
MI0022679	0.5502805	0.529483	0.3132825	0.7164614	0.9344208	0.6132609	0.4809124	0.2325493	0.4454534	0.6080374	0.36588	0.875191
MI0022680	0.7214029	0.6025786	0.3294786	1.093071	0.9737021	0.8381723	0.9376227	0.08473974	0.4382854	0.8049588	0.6557782	0.8968441
MI0022681	0.6209388	0.3160653	0.5321277	1.399305	0.3927299	0.8102307	0.6523135	0.1304073	0.5259244	0.05249125	0.3563209	0.90502
MI0022682	1.982922	1.420369	0.6091779	1.091596	1.89189	0.3488047	1.803058	0.808212	0.302514	1.451375	1.043464	2.033324
MI0022683	0.4004204	0.4788559	0.5416156	1.049612	1.043108	0.7440883	0.8410887	0.3925008	0.6301119	0.9140112	0.2877912	0.6905944
MI0022684	0.2230204	0.5558943	0.3943871	1.126184	0.8012747	0.2373101	0.7023162	0.2749341	0.2670752	0.6120085	0.4170763	0.6717613
MI0022685	0.6706504	0.4357014	0.4421995	0.4504803	1.269375	0.4672827	1.065742	0.3723987	0.6574706	0.4776706	0.6903074	0.770107
MI0022686	0.2353538	0.8535592	0.5635366	0.886821	1.278437	0.634261	0.7032936	0.3805251	0.4830162	0.5591998	0.4034428	1.149193
MI0022687	0.1817039	0.1668616	0.5491574	0.3499243	1.046342	0.511764	0.6673709	0.2559952	0.08614407	0.7740522	0.3031487	0.2368377
MI0022688	0.6850562	0.2614835	0.5545961	0.886821	0.9995056	0.8872809	0.6997135	0.4575856	0.2971205	0.3071415	0.7897435	0.7556792
MI0022689	0.6560429	0.5586985	0.5423002	0.5546172	1.139114	0.4359147	1.222799	0.4285724	0.498171	0.2895513	0.5600464	0.4904943
MI0022690	0.3150655	0.260665	0.6091778	0.9238814	0.6725185	0.6649064	0.8986032	0.1301349	0.3785552	0.598709	0.5645836	0.4788951
MI0022691	0.6515732	0.9124139	0.5181901	1.568287	0.930575	0.3164041	0.7856702	0.3974892	0.5339952	0.2140337	0.591647	0.596606
MI0022692	0.2836458	0.702566	0.5595927	0.2127031	0.4381981	0.4093832	1.067093	0.3925007	0.4045913	0.2554362	0.519676	0.4807464
MI0022693	0.3171137	0.3116249	0.5981528	0.8823806	0.6527967	0.2107533	0.5612735	0.2030172	0.5114486	0.3027011	0.6023014	0.4089703
MI0022694	0.4722274	0.7329112	0.3081207	0.5332586	1.237445	0.4028332	1.210933	0.4177727	0.676705	0.3071414	0.9563533	0.637757
MI0022695	0.4527773	1.024924	0.4997915	1.468178	1.237445	0.5629948	0.8628651	0.6364548	0.3942199	0.7618607	0.07857668	0.6905944
MI0022696	1.703606	0.264931	0.8859595	0.01897174	1.236952	0.1600372	0.6997134	0.03744668	0.5048568	0.6722488	0.5288359	0.7262416
MI0022697	0.5409267	0.5235339	0.8406971	1.150309	0.9344207	0.3998431	1.178348	0.1789659	0.44351	0.4974639	1.006893	1.135906
MI0022698	0.8446138	0.4673008	0.2859862	0.5029004	0.9152613	0.8928006	0.6997134	0.2038117	0.8244489	0.3088481	0.4196774	0.5019054
MI0022699	0.6038697	0.3891031	0.2906107	0.4364847	1.221344	0.3837415	0.9622439	0.3592142	0.4617546	0.5673116	0.4126324	0.9203135
MI0022700	0.3180309	0.3712219	0.1062505	1.218562	0.6617649	0.4279632	0.4998707	-0.02389923	0.2320356	0.6134354	0.3690723	0.9586007
MI0022701	0.7638698	0.9652341	0.4369213	0.886821	0.648046	0.7335751	0.9570955	0.5363992	0.6801686	0.5935606	0.5196331	0.685446
MI0022702	0.290593	0.5880619	0.2726082	0.7629983	0.4856942	0.5023816	0.8991078	0.4869044	0.5114825	0.598709	0.3553534	0.5574225
MI0022703	0.712465	0.6025786	0.7066091	0.9793718	1.334877	0.3998431	0.5787277	0.2971348	0.3274599	0.8238463	1.149464	0.7830881
MI0022704	1.014388	0.3560441	0.5558667	0.8417418	1.658309	0.3547639	0.8972134	0.4049575	0.6228784	0.7167712	0.5733261	0.6726822
MI0022705	0.635642	0.3765594	0.6672373	1.173285	0.8986782	0.379463	0.9017497	0.5627208	0.2884531	0.6567684	0.4599048	0.7470119
MI0022706	0.612412	0.7412837	0.3376071	0.8792616	0.9268614	0.6267017	0.7967291	0.5925897	0.5083296	1.12061	0.5682214	1.207391
MI0022707	0.6199713	0.3160652	0.5935937	1.115851	1.162255	0.1120883	1.161682	0.4426085	0.2324358	0.5845669	0.4298876	0.9680198
MI0022708	1.183675	0.158181	0.6326661	0.6907395	1.421466	0.4792916	0.7413298	0.2650467	0.22627	0.6022004	0.4655671	0.8174278
MI0022709	0.6886456	0.7500931	0.3073237	0.9554952	0.741092	0.4928891	1.078196	0.2927014	0.4876649	0.3758157	0.237706	0.5573357
MI0022710	0.7290204	0.683	0.9566381	0.504846	0.757095	0.5316929	0.6997134	0.2106147	0.5158889	0.9927461	0.8396471	0.03339797
MI0022711	0.9568067	0.3196944	0.5915755	0.6159937	0.526541	0.6659126	1.240517	0.206234	0.2144333	0.4800308	0.417216	0.7204921
MI0022712	0.3222078	0.769838	-0.005497754	0.9184358	0.7371425	0.6615591	0.4874355	0.3128562	0.4079909	0.2121235	0.606235	0.8796073
MI0022713	0.6685928	0.9087219	0.08725893	0.9765428	0.8309121	0.5307524	1.12724	0.3925007	0.6595621	0.6109791	0.5720888	0.6095282
MI0022714	0.6331326	0.7020404	0.6880859	0.7638402	1.033883	0.7337229	1.075927	0.549997	0.2320355	0.8880075	0.3553533	0.5736003
MI0022715	0.3510244	0.6630099	0.3376073	1.585267	0.4898592	0.5819122	0.7601447	0.3024062	0.5279925	0.1742348	0.3553534	0.514854
